epoch,accuracy,loss,val_accuracy,val_loss

0,0.5893453359603882,3.723050832748413,0.6369138956069946,2.691053867340088

1,0.6604111790657043,2.0475409030914307,0.6257826685905457,1.6236631870269775

2,0.6913176774978638,1.3276621103286743,0.6337136626243591,1.20188307762146

3,0.7124148011207581,1.0265287160873413,0.6152775883674622,1.0394600629806519

4,0.7318596243858337,0.8746655583381653,0.598650336265564,0.9798420667648315

5,0.7438952326774597,0.7926792502403259,0.5782663226127625,0.9618473649024963

6,0.7596006393432617,0.7338973879814148,0.6240434050559998,0.8931724429130554

7,0.7751321792602539,0.6938894987106323,0.6189647912979126,0.899088442325592

8,0.7878113389015198,0.6622755527496338,0.6488799452781677,0.8427869081497192

9,0.7993425726890564,0.6509004235267639,0.6115208268165588,0.8703058958053589

10,0.8078300952911377,0.6329554915428162,0.7235285639762878,0.7594215869903564

11,0.8193265795707703,0.6161627769470215,0.7521218657493591,0.7251214385032654

12,0.8260922431945801,0.6002341508865356,0.7849589586257935,0.6651788353919983

13,0.8350667953491211,0.587118923664093,0.8260748386383057,0.5965600609779358

14,0.839675784111023,0.5787841081619263,0.8460414409637451,0.5799999237060547

15,0.8440065383911133,0.5708475708961487,0.8474328517913818,0.5637486577033997

16,0.8492242693901062,0.558901309967041,0.8710866570472717,0.5324406623840332

17,0.8556073307991028,0.5454406142234802,0.8639209866523743,0.5279871225357056

18,0.8599902391433716,0.5395343899726868,0.869277834892273,0.5200395584106445

19,0.8646340370178223,0.5277813076972961,0.8768609762191772,0.5066898465156555

20,0.8665472269058228,0.5198584198951721,0.8831223249435425,0.4990411698818207

21,0.8723737597465515,0.5078026652336121,0.8912619948387146,0.4826217591762543

22,0.8731911778450012,0.5078390836715698,0.8960623145103455,0.46613165736198425

23,0.8771392703056335,0.4995657205581665,0.8948100805282593,0.4654303789138794

24,0.8804438710212708,0.4909411072731018,0.8933491110801697,0.471927672624588

25,0.8834353685379028,0.48255500197410583,0.8964797258377075,0.45817065238952637

26,0.8844441175460815,0.48068681359291077,0.9059413075447083,0.4387108087539673

27,0.8857311606407166,0.47514504194259644,0.8994017243385315,0.4481710195541382

28,0.8894531726837158,0.46774399280548096,0.9100459218025208,0.42988207936286926

29,0.8913315534591675,0.4657009541988373,0.9110199213027954,0.4325173795223236

30,0.8940795660018921,0.460031658411026,0.9115068912506104,0.42425447702407837

31,0.8929664492607117,0.4588831663131714,0.9083762168884277,0.42893901467323303

32,0.8940274119377136,0.4563179612159729,0.9120634198188782,0.4199022948741913

33,0.8973493576049805,0.4476245939731598,0.9092806577682495,0.4267790913581848

34,0.8986712098121643,0.4467533528804779,0.91811603307724,0.40823641419410706

35,0.8979929089546204,0.4443458914756775,0.9217336773872375,0.4013558626174927

36,0.8987233638763428,0.44084784388542175,0.9165159463882446,0.4092789590358734

37,0.9011409282684326,0.43793541193008423,0.9256296157836914,0.39365145564079285

38,0.9029845595359802,0.43086129426956177,0.9199248552322388,0.4035206735134125

39,0.8999930620193481,0.4343221187591553,0.9169333577156067,0.4106788635253906

40,0.9026715159416199,0.42950698733329773,0.917629063129425,0.4103257358074188

41,0.9032628536224365,0.4277237057685852,0.9198552966117859,0.4040904939174652

