epoch,accuracy,loss,val_accuracy,val_loss
0,0.5923194885253906,17.882776260375977,0.6378182768821716,5.4082441329956055
1,0.6482712030410767,3.1550660133361816,0.6639070510864258,1.9201558828353882
2,0.6615590453147888,1.5092583894729614,0.6635591983795166,1.2259752750396729
3,0.6689682602882385,1.0723539590835571,0.6757339835166931,0.9573432207107544
4,0.6774036288261414,0.8883270621299744,0.6919437646865845,0.8375469446182251
5,0.6807951927185059,0.7961156964302063,0.6966049671173096,0.7560414671897888
6,0.6903610825538635,0.7337172627449036,0.7087797522544861,0.709136426448822
7,0.7020662426948547,0.6961653232574463,0.704118549823761,0.6886911988258362
8,0.7095798254013062,0.6749951839447021,0.6797690391540527,0.6960819959640503
9,0.7203109860420227,0.6543470621109009,0.6514540314674377,0.7053636312484741
10,0.731529176235199,0.639818012714386,0.7214415073394775,0.6490337252616882
11,0.7352685332298279,0.6304234266281128,0.7106581330299377,0.6520103812217712
12,0.7433038949966431,0.6224824786186218,0.7284680604934692,0.6365938782691956
13,0.751060962677002,0.6135109663009644,0.7477389574050903,0.612119197845459
14,0.7588527798652649,0.604992687702179,0.7552525401115417,0.6135782599449158
15,0.7655141353607178,0.5965499877929688,0.7665924429893494,0.5962288975715637
16,0.7692883014678955,0.5892849564552307,0.7542785406112671,0.6051025986671448
17,0.7734798789024353,0.5800785422325134,0.7789759039878845,0.5791226029396057
18,0.7793237566947937,0.573658287525177,0.7815500497817993,0.5866018533706665
19,0.7858807444572449,0.5664739608764648,0.7773062586784363,0.570143461227417
20,0.7872200012207031,0.5568405985832214,0.7921942472457886,0.5507584810256958
21,0.786228597164154,0.5538634061813354,0.7815500497817993,0.5649674534797668
22,0.7928029894828796,0.5406239628791809,0.8026993274688721,0.5329888463020325
23,0.7982120513916016,0.5286151170730591,0.8026993274688721,0.5280189514160156
24,0.798455536365509,0.5291094183921814,0.7908028364181519,0.5406410694122314
25,0.8011339902877808,0.5245150923728943,0.8059691190719604,0.5189011693000793
