epoch,accuracy,loss,val_accuracy,val_loss
0,0.6121121644973755,3.643167018890381,0.6095032691955566,2.559368848800659
1,0.6687595844268799,1.9802240133285522,0.668498694896698,1.6073509454727173
2,0.6891957521438599,1.3544871807098389,0.6903436779975891,1.2038257122039795
3,0.7131452560424805,1.058363676071167,0.6888827085494995,0.9943860173225403
4,0.7238938212394714,0.9010058045387268,0.7187978029251099,0.8589903116226196
5,0.7399123311042786,0.7982388734817505,0.7288854718208313,0.7778863906860352
6,0.7587658166885376,0.7240492105484009,0.744469165802002,0.7263925671577454
7,0.7764714360237122,0.672056257724762,0.7510087490081787,0.6909124255180359
8,0.7919333577156067,0.631775975227356,0.774871289730072,0.6445775628089905
9,0.8090823888778687,0.5920777320861816,0.7953944802284241,0.614631712436676
10,0.8178656101226807,0.5681883692741394,0.8139696717262268,0.5757165551185608
11,0.8323535323143005,0.5379785299301147,0.832753598690033,0.5359986424446106
12,0.8413106799125671,0.5237327814102173,0.844302237033844,0.5168740749359131
13,0.8535550236701965,0.49792802333831787,0.8504243493080139,0.5009785294532776
14,0.8621469140052795,0.4817037880420685,0.8575205206871033,0.4861682653427124
15,0.8655732870101929,0.46772342920303345,0.8651732206344604,0.4737144112586975
16,0.8692256808280945,0.45935359597206116,0.8692082762718201,0.45833298563957214
17,0.8784089088439941,0.43945038318634033,0.8824266195297241,0.4307163953781128
18,0.8836441040039062,0.4262462854385376,0.8780437111854553,0.43415534496307373
19,0.8842180371284485,0.42483121156692505,0.8937665224075317,0.41271960735321045
20,0.888931393623352,0.4111531674861908,0.878669798374176,0.42775213718414307
21,0.896914541721344,0.39121556282043457,0.8974537253379822,0.3967150151729584
22,0.8974363207817078,0.3881441354751587,0.8970363140106201,0.39047971367836
23,0.8999408483505249,0.38444092869758606,0.8833310008049011,0.4180639088153839
24,0.9062369465827942,0.36990126967430115,0.9014192223548889,0.37563180923461914
25,0.9066891670227051,0.3670106530189514,0.8991234302520752,0.3832118809223175
26,0.9086719155311584,0.3669969439506531,0.9095589518547058,0.36544981598854065
27,0.9119938611984253,0.35473647713661194,0.9062195420265198,0.362108439207077
28,0.9133678674697876,0.35137179493904114,0.9080979824066162,0.3607306182384491
29,0.9147418737411499,0.3477415442466736,0.9089328050613403,0.3638567328453064
30,0.9178725481033325,0.34165605902671814,0.9121330380439758,0.35562390089035034
31,0.9179421067237854,0.3412623405456543,0.9084457755088806,0.3566250801086426
32,0.9207249283790588,0.3318862020969391,0.9204814434051514,0.3337734341621399
33,0.9216815233230591,0.3289235532283783,0.9177681803703308,0.3385017514228821
34,0.9236816763877869,0.326280802488327,0.9221510887145996,0.3283521831035614
35,0.9246904253959656,0.3213811218738556,0.9209684133529663,0.3324087858200073
36,0.9270036220550537,0.31639450788497925,0.9165855050086975,0.3408263623714447
37,0.9272645115852356,0.3152180016040802,0.9216641187667847,0.32848671078681946
38,0.9271253943443298,0.31599879264831543,0.9236120581626892,0.3282070457935333
39,0.9307951927185059,0.30848294496536255,0.9157506823539734,0.3363534212112427
