epoch,accuracy,loss,val_accuracy,val_loss
36,0.9875327348709106,0.032606806606054306,0.9473018646240234,0.12742698192596436
37,0.9901526570320129,0.030014976859092712,0.9629005193710327,0.08669665455818176
38,0.9894299507141113,0.029080599546432495,0.9650084376335144,0.09309115260839462
39,0.9916884899139404,0.026603588834404945,0.9468802809715271,0.1406598687171936
40,0.9908754229545593,0.023371459916234016,0.9557335376739502,0.11724458634853363
41,0.9917788505554199,0.023949941620230675,0.9791315197944641,0.059355229139328
42,0.9905140399932861,0.02476775087416172,0.9491989612579346,0.15798190236091614
43,0.9904236793518066,0.027889836579561234,0.9717537760734558,0.0713764876127243
44,0.9927725791931152,0.022596457973122597,0.977234423160553,0.05649348348379135
45,0.9932243227958679,0.022152457386255264,0.9736509323120117,0.06590946018695831
46,0.9933146834373474,0.019304882735013962,0.9768128395080566,0.06984015554189682
47,0.9931339621543884,0.02244635857641697,0.9766020178794861,0.06200014427304268
48,0.9918692111968994,0.023225903511047363,0.9816610217094421,0.04912146180868149
49,0.992591917514801,0.019580256193876266,0.9839797616004944,0.04540693014860153
50,0.9933146834373474,0.016640659421682358,0.977234423160553,0.05991585552692413
51,0.9945794343948364,0.016778478398919106,0.9782883524894714,0.06062348932027817
52,0.9945794343948364,0.017120886594057083,0.9685919284820557,0.09724815934896469
53,0.994218111038208,0.015847932547330856,0.9839797616004944,0.05104107782244682
54,0.9926822781562805,0.017954139038920403,0.9846121668815613,0.043728940188884735
55,0.994218111038208,0.01518580038100481,0.9763912558555603,0.06831881403923035
56,0.9937663674354553,0.01952272094786167,0.9816610217094421,0.053513847291469574
57,0.9929533004760742,0.020602863281965256,0.985455334186554,0.046185292303562164
58,0.9950311779975891,0.02516702190041542,0.9856660962104797,0.03951077163219452
59,0.9943987727165222,0.01751728728413582,0.9852445125579834,0.03683977946639061
60,0.9949408173561096,0.015795886516571045,0.9806070923805237,0.0543440543115139
61,0.995482861995697,0.0153306620195508,0.982293426990509,0.04959612712264061
62,0.9922305345535278,0.02304552122950554,0.9787099361419678,0.06036108359694481
63,0.9916884899139404,0.025032807141542435,0.9829257726669312,0.04728049784898758
64,0.9944891333580017,0.01603969931602478,0.978499174118042,0.060061801224946976
65,0.9950311779975891,0.012834092602133751,0.9858769178390503,0.03993639722466469
66,0.996928334236145,0.008659705519676208,0.9898819327354431,0.03089931234717369
67,0.9968380331993103,0.009340259246528149,0.9831365942955017,0.043835677206516266
68,0.9965670108795166,0.007759135216474533,0.9865092635154724,0.03833485394716263
69,0.9963862895965576,0.009711364284157753,0.9871416687965393,0.03864540159702301
70,0.9963862895965576,0.010162599384784698,0.9888280034065247,0.03183598071336746
71,0.9951215386390686,0.01256067305803299,0.9898819327354431,0.02895001694560051
72,0.9960249066352844,0.01213492639362812,0.9846121668815613,0.04201912507414818
73,0.9959346055984497,0.010739212855696678,0.9924114942550659,0.023539457470178604
74,0.9964766502380371,0.010683584026992321,0.9875632524490356,0.036459702998399734
75,0.997109055519104,0.008120393380522728,0.9911466836929321,0.02115459553897381
76,0.9960249066352844,0.010874634608626366,0.9900927543640137,0.027627239003777504
77,0.9963862895965576,0.009469963610172272,0.9894603490829468,0.02867928147315979
78,0.9968380331993103,0.010915051214396954,0.989249587059021,0.03467598557472229
